PTN_No,RPM_moni,Idref_moni,Iqref_moni,Id0_1st,Iq0_1st,Vd_1st,Vq_1st
64,-800,-4.8,6.857142857142858,-4.8,6.857142857142858,1.663886517342819,-12.866657877370645
65,-800,-4.8,-6.857142857142858,-4.8,-6.857142857142858,-2.815886517342819,-14.51237216308493
66,-800,-4.8,10.285714285714285,-4.8,10.285714285714285,2.783829776014228,-12.489236920753472
67,-800,-4.8,-10.285714285714285,-4.8,-10.285714285714285,-3.935829776014228,-14.957808349324901
68,-800,-4.8,13.714285714285715,-4.8,13.714285714285715,3.903773034685638,-12.125419010060869
69,-800,-4.8,-13.714285714285715,-4.8,-13.714285714285715,-5.055773034685638,-15.41684758148944
70,-800,-4.8,17.142857142857142,-4.8,17.142857142857142,5.023716293357048,-11.775204145292824
71,-800,-4.8,-17.142857142857142,-4.8,-17.142857142857142,-6.1757162933570475,-15.889489859578537
72,-800,-4.8,20.57142857142857,-4.8,20.57142857142857,6.143659552028456,-11.438592326449339
73,-800,-4.8,-20.57142857142857,-4.8,-20.57142857142857,-7.2956595520284555,-16.375735183592194
74,-800,-4.8,24.0,-4.8,24.0,7.263602810699866,-11.115583553530417
75,-800,-4.8,-24.0,-4.8,-24.0,-8.415602810699866,-16.875583553530415
76,-800,0.0,0.0,0.0,0.0,0.0,-14.408600546424227
77,-800,0.0,3.428571428571429,0.0,3.428571428571429,1.1400211421346642,-14.00471179736427
78,-800,0.0,-3.428571428571429,0.0,-3.428571428571429,-1.1400211421346642,-14.827568940221411
79,-800,0.0,6.857142857142858,0.0,6.857142857142858,2.2800422842693284,-13.615902693041548
80,-800,0.0,-6.857142857142858,0.0,-6.857142857142858,-2.2800422842693284,-15.261616978755832
81,-800,0.0,10.285714285714285,0.0,10.285714285714285,3.420063426403992,-13.24217323345605
82,-800,0.0,-10.285714285714285,0.0,-10.285714285714285,-3.420063426403992,-15.71074466202748
83,-800,0.0,13.714285714285715,0.0,13.714285714285715,4.560084568538657,-12.883523418607789
84,-800,0.0,-13.714285714285715,0.0,-13.714285714285715,-4.560084568538657,-16.17495199003636
85,-800,0.0,17.142857142857142,0.0,17.142857142857142,5.700105710673321,-12.539953248496756
86,-800,0.0,-17.142857142857142,0.0,-17.142857142857142,-5.700105710673321,-16.654238962782472
87,-800,0.0,20.57142857142857,0.0,20.57142857142857,6.840126852807984,-12.211462723122956
88,-800,0.0,-20.57142857142857,0.0,-20.57142857142857,-6.840126852807984,-17.148605580265812
89,-800,0.0,24.0,0.0,24.0,7.980147994942649,-11.898051842486385
90,-800,0.0,-24.0,0.0,-24.0,-7.980147994942649,-17.658051842486387
91,-800,4.8,0.0,4.8,0.0,0.576,-15.154892164469787
92,-800,4.8,3.428571428571429,4.8,3.428571428571429,1.738166263935656,-14.751741714816166
93,-800,4.8,-3.428571428571429,4.8,-3.428571428571429,-0.5861662639356563,-15.574598857673308
94,-800,4.8,6.857142857142858,4.8,6.857142857142858,2.9003325278713126,-14.365147508712447
95,-800,4.8,-6.857142857142858,4.8,-6.857142857142858,-1.7483325278713124,-16.01086179442673
96,-800,4.8,10.285714285714285,4.8,10.285714285714285,4.062498791806968,-13.995109546158625
97,-800,4.8,-10.285714285714285,4.8,-10.285714285714285,-2.910498791806968,-16.463680974730053
98,-800,4.8,13.714285714285715,4.8,13.714285714285715,5.224665055742625,-13.641627827154709
99,-800,4.8,-13.714285714285715,4.8,-13.714285714285715,-4.072665055742625,-16.93305639858328
100,-800,4.8,17.142857142857142,4.8,17.142857142857142,6.38683131967828,-13.30470235170069
101,-800,4.8,-17.142857142857142,4.8,-17.142857142857142,-5.234831319678281,-17.418988065986404
102,-800,4.8,20.57142857142857,4.8,20.57142857142857,7.548997583613936,-12.984333119796572
103,-800,4.8,-20.57142857142857,4.8,-20.57142857142857,-6.3969975836139366,-17.92147597693943
104,-800,4.8,24.0,4.8,24.0,8.711163847549594,-12.680520131442357
105,-800,4.8,-24.0,4.8,-24.0,-7.559163847549594,-18.440520131442355
106,-800,9.6,0.0,9.6,0.0,1.152,-15.90118378251535
107,-800,9.6,3.428571428571429,9.6,3.428571428571429,2.3383786240743856,-15.498771632268063
108,-800,9.6,-3.428571428571429,9.6,-3.428571428571429,-0.034378624074385966,-16.321628775125205
109,-800,9.6,6.857142857142858,9.6,6.857142857142858,3.524757248148772,-15.11439232438335
110,-800,9.6,-6.857142857142858,9.6,-6.857142857142858,-1.2207572481487718,-16.760106610097633
111,-800,9.6,10.285714285714285,9.6,10.285714285714285,4.711135872223157,-14.7480458588612
112,-800,9.6,-10.285714285714285,9.6,-10.285714285714285,-2.407135872223157,-17.21661728743263
113,-800,9.6,13.714285714285715,9.6,13.714285714285715,5.897514496297544,-14.399732235701629
114,-800,9.6,-13.714285714285715,9.6,-13.714285714285715,-3.5935144962975434,-17.6911608071302
115,-800,9.6,17.142857142857142,9.6,17.142857142857142,7.08389312037193,-14.069451454904623
116,-800,9.6,-17.142857142857142,9.6,-17.142857142857142,-4.77989312037193,-18.183737169190337
117,-800,9.6,20.57142857142857,9.6,20.57142857142857,8.270271744446314,-13.757203516470186
118,-800,9.6,-20.57142857142857,9.6,-20.57142857142857,-5.966271744446314,-18.694346373613044
119,-800,9.6,24.0,9.6,24.0,9.456650368520702,-13.462988420398325
120,-800,9.6,-24.0,9.6,-24.0,-7.152650368520702,-19.222988420398323
121,-800,14.399999999999999,0.0,14.399999999999999,0.0,1.7279999999999998,-16.647475400560914
122,-800,14.399999999999999,3.428571428571429,14.399999999999999,3.428571428571429,2.9406582225508533,-16.245801549719957
123,-800,14.399999999999999,-3.428571428571429,14.399999999999999,-3.428571428571429,0.5153417774491464,-17.068658692577102
124,-800,14.399999999999999,6.857142857142858,14.399999999999999,6.857142857142858,4.153316445101707,-15.863637140054252
125,-800,14.399999999999999,-6.857142857142858,14.399999999999999,-6.857142857142858,-0.6973164451017069,-17.509351425768536
126,-800,14.399999999999999,10.285714285714285,14.399999999999999,10.285714285714285,5.365974667652558,-15.500982171563777
127,-800,14.399999999999999,-10.285714285714285,14.399999999999999,-10.285714285714285,-1.9099746676525582,-17.969553600135207
128,-800,14.399999999999999,13.714285714285715,14.399999999999999,13.714285714285715,6.578632890203413,-15.15783664424855
129,-800,14.399999999999999,-13.714285714285715,14.399999999999999,-13.714285714285715,-3.1226328902034135,-18.44926521567712
130,-800,14.399999999999999,17.142857142857142,14.399999999999999,17.142857142857142,7.791291112754266,-14.834200558108556
131,-800,14.399999999999999,-17.142857142857142,14.399999999999999,-17.142857142857142,-4.335291112754266,-18.94848627239427
132,-800,14.399999999999999,20.57142857142857,14.399999999999999,20.57142857142857,9.003949335305116,-14.530073913143804
133,-800,14.399999999999999,-20.57142857142857,14.399999999999999,-20.57142857142857,-5.547949335305116,-19.46721677028666
134,-800,14.399999999999999,24.0,14.399999999999999,24.0,10.216607557855971,-14.245456709354293
135,-800,14.399999999999999,-24.0,14.399999999999999,-24.0,-6.7606075578559715,-20.00545670935429
136,-800,19.200000000000003,0.0,19.200000000000003,0.0,2.3040000000000003,-17.393767018606475
137,-800,19.200000000000003,3.428571428571429,19.200000000000003,3.428571428571429,3.5450050593650584,-16.992831467171857
138,-800,19.200000000000003,-3.428571428571429,19.200000000000003,-3.428571428571429,1.0629949406349422,-17.815688610029003
139,-800,19.200000000000003,6.857142857142858,19.200000000000003,6.857142857142858,4.7860101187301165,-16.612881955725154
140,-800,19.200000000000003,-6.857142857142858,19.200000000000003,-6.857142857142858,-0.17801011873011596,-18.258596241439438
141,-800,19.200000000000003,10.285714285714285,19.200000000000003,10.285714285714285,6.027015178095174,-16.25391848426635
142,-800,19.200000000000003,-10.285714285714285,19.200000000000003,-10.285714285714285,-1.4190151780951732,-18.72248991283778
143,-800,19.200000000000003,13.714285714285715,19.200000000000003,13.714285714285715,7.268020237460233,-15.915941052795466
144,-800,19.200000000000003,-13.714285714285715,19.200000000000003,-13.714285714285715,-2.660020237460232,-19.207369624224036
145,-800,19.200000000000003,17.142857142857142,19.200000000000003,17.142857142857142,8.509025296825289,-15.598949661312492
146,-800,19.200000000000003,-17.142857142857142,19.200000000000003,-17.142857142857142,-3.9010252968252894,-19.713235375598206
147,-800,19.200000000000003,20.57142857142857,19.200000000000003,20.57142857142857,9.750030356190347,-15.302944309817422
148,-800,19.200000000000003,-20.57142857142857,19.200000000000003,-20.57142857142857,-5.142030356190347,-20.24008716696028
149,-800,19.200000000000003,24.0,19.200000000000003,24.0,10.991035415555405,-15.027924998310265
150,-800,19.200000000000003,-24.0,19.200000000000003,-24.0,-6.383035415555405,-20.787924998310263
151,-800,24.0,0.0,24.0,0.0,2.88,-18.140058636652036
152,-800,24.0,3.428571428571429,24.0,3.428571428571429,4.151419134517,-17.739861384623755
153,-800,24.0,-3.428571428571429,24.0,-3.428571428571429,1.6085808654829998,-18.5627185274809
154,-800,24.0,6.857142857142858,24.0,6.857142857142858,5.422838269034,-17.362126771396056
155,-800,24.0,-6.857142857142858,24.0,-6.857142857142858,0.3371617309659998,-19.00784105711034
156,-800,24.0,10.285714285714285,24.0,10.285714285714285,6.694257403551001,-17.006854796968927
157,-800,24.0,-10.285714285714285,24.0,-10.285714285714285,-0.9342574035510007,-19.475426225540357
158,-800,24.0,13.714285714285715,24.0,13.714285714285715,7.965676538068,-16.674045461342388
159,-800,24.0,-13.714285714285715,24.0,-13.714285714285715,-2.2056765380680003,-19.965474032770956
160,-800,24.0,17.142857142857142,24.0,17.142857142857142,9.237095672585,-16.363698764516425
161,-800,24.0,-17.142857142857142,24.0,-17.142857142857142,-3.4770956725849995,-20.47798447880214
162,-800,24.0,20.57142857142857,24.0,20.57142857142857,10.508514807102001,-16.075814706491034
163,-800,24.0,-20.57142857142857,24.0,-20.57142857142857,-4.748514807102001,-21.012957563633893
164,-800,24.0,24.0,24.0,24.0,11.779933941619,-15.810393287266233
165,-800,24.0,-24.0,24.0,-24.0,-6.0199339416190005,-21.57039328726623
