PTN_No,Arms_moni,Adeg_moni,Vac_moni,Iac_moni,RPM_moni,Trq_1st,Idref_moni,Iqref_moni,Id0_1st,Iq0_1st,Vd_1st,Vq_1st,pair_group
41,17.664570106205165,119.35775354279127,0,17.664570106205165,-800,-3.3222808159722224,-26.66666666666667,-15.0,-26.66666666666667,-15.0,-7.826693314111768,-12.129883894237985,2_3
42,19.245008972987527,53.13010235415599,0,19.245008972987527,-800,4.442212962962963,-26.66666666666667,20.0,-26.66666666666667,20.0,2.9689244188156896,-7.982265588413467,2_4
43,19.245008972987527,126.86989764584402,0,19.245008972987527,-800,-4.442212962962963,-26.66666666666667,-20.0,-26.66666666666667,-20.0,-9.368924418815691,-12.782265588413468,2_4
44,21.103799903580647,46.847610265994604,0,21.103799903580647,-800,5.572863859953705,-26.66666666666667,25.0,-26.66666666666667,25.0,4.511155523519612,-7.4496134809248,2_5
45,21.103799903580647,133.1523897340054,0,21.103799903580647,-800,-5.572863859953705,-26.66666666666667,-25.0,-26.66666666666667,-25.0,-10.911155523519614,-13.4496134809248,2_5
46,23.17405957179357,41.63353933657021,0,23.17405957179357,-800,6.716913194444445,-26.66666666666667,30.0,-26.66666666666667,30.0,6.053386628223535,-6.931927571771981,2_6
47,23.17405957179357,138.3664606634298,0,23.17405957179357,-800,-6.716913194444445,-26.66666666666667,-30.0,-26.66666666666667,-30.0,-12.453386628223537,-14.13192757177198,2_6
48,25.404140811497058,37.30394827798344,0,25.404140811497058,-800,7.877040653935186,-26.66666666666667,35.0,-26.66666666666667,35.0,7.595617732927456,-6.429207860955015,2_7
49,25.404140811497058,142.69605172201656,0,25.404140811497058,-800,-7.877040653935186,-26.66666666666667,-35.0,-26.66666666666667,-35.0,-13.995617732927458,-14.829207860955016,2_7
50,27.755546659548443,33.69006752597979,0,27.755546659548443,-800,9.055925925925926,-26.66666666666667,40.0,-26.66666666666667,40.0,9.13784883763138,-5.9414543484739,2_8
51,27.755546659548443,146.30993247402023,0,27.755546659548443,-800,-9.055925925925926,-26.66666666666667,-40.0,-26.66666666666667,-40.0,-15.537848837631381,-15.541454348473899,2_8
52,11.547005383792516,90.0,0,11.547005383792516,-800,0.0,-20.0,0.0,-20.0,0.0,-2.4,-11.288789601899321,3_0
53,11.902380714238085,75.96375653207353,0,11.902380714238085,-800,1.04794921875,-20.0,5.0,-20.0,5.0,-0.8349632597366847,-10.698410729400939,3_1
54,11.902380714238085,104.03624346792648,0,11.902380714238085,-800,-1.04794921875,-20.0,-5.0,-20.0,-5.0,-3.965036740263315,-11.898410729400938,3_1
55,12.909944487358057,63.43494882292201,0,12.909944487358057,-800,2.09934375,-20.0,10.0,-20.0,10.0,0.7300734805266305,-10.127274111905798,3_2
56,12.909944487358057,116.56505117707799,0,12.909944487358057,-800,-2.09934375,-20.0,-10.0,-20.0,-10.0,-5.53007348052663,-12.527274111905797,3_2
57,14.433756729740645,53.13010235415598,0,14.433756729740645,-800,3.1576289062500003,-20.0,15.0,-20.0,15.0,2.295110220789946,-9.57537974941389,3_3
58,14.433756729740645,126.86989764584402,0,14.433756729740645,-800,-3.1576289062500003,-20.0,-15.0,-20.0,-15.0,-7.095110220789946,-13.175379749413892,3_3
59,16.32993161855452,45.0,0,16.32993161855452,-800,4.22625,-20.0,20.0,-20.0,20.0,3.860146961053261,-9.04272764192522,3_4
60,16.32993161855452,135.0,0,16.32993161855452,-800,-4.22625,-20.0,-20.0,-20.0,-20.0,-8.660146961053261,-13.84272764192522,3_4
61,18.484227510682363,38.65980825409009,0,18.484227510682363,-800,5.3086523437499995,-20.0,25.0,-20.0,25.0,5.425183701316575,-8.529317789439789,3_5
62,18.484227510682363,141.34019174590992,0,18.484227510682363,-800,-5.3086523437499995,-20.0,-25.0,-20.0,-25.0,-10.225183701316574,-14.529317789439789,3_5
63,20.81665999466133,33.690067525979785,0,20.81665999466133,-800,6.40828125,-20.0,30.0,-20.0,30.0,6.990220441579892,-8.035150191957595,3_6
64,20.81665999466133,146.30993247402023,0,20.81665999466133,-800,-6.40828125,-20.0,-30.0,-20.0,-30.0,-11.790220441579892,-15.235150191957594,3_6
65,23.27373340628157,29.74488129694222,0,23.27373340628157,-800,7.52858203125,-20.0,35.0,-20.0,35.0,8.555257181843206,-7.560224849478641,3_7
66,23.27373340628157,150.25511870305778,0,23.27373340628157,-800,-7.52858203125,-20.0,-35.0,-20.0,-35.0,-13.355257181843207,-15.960224849478642,3_7
67,25.819888974716115,26.56505117707799,0,25.819888974716115,-800,8.673,-20.0,40.0,-20.0,40.0,10.120293922106521,-7.104541762002921,3_8
68,25.819888974716115,153.434948822922,0,25.819888974716115,-800,-8.673,-20.0,-40.0,-20.0,-40.0,-14.920293922106522,-16.704541762002922,3_8
69,7.698003589195012,90.0,0,7.698003589195012,-800,0.0,-13.333333333333336,0.0,-13.333333333333336,0.0,-1.6000000000000003,-12.315043202071989,4_0
70,8.221471437193747,69.44395478041653,0,8.221471437193747,-800,0.9893221932870371,-13.333333333333336,5.0,-13.333333333333336,5.0,-0.0064562152874441114,-11.726802357907298,4_1
71,8.221471437193747,110.55604521958347,0,8.221471437193747,-800,-0.9893221932870371,-13.333333333333336,-5.0,-13.333333333333336,-5.0,-3.1935437847125563,-12.926802357907297,4_1
72,9.622504486493764,53.13010235415599,0,9.622504486493764,-800,1.9828553240740745,-13.333333333333336,10.0,-13.333333333333336,10.0,1.587087569425112,-11.162079825413237,4_2
73,9.622504486493764,126.86989764584402,0,9.622504486493764,-800,-1.9828553240740745,-13.333333333333336,-10.0,-13.333333333333336,-10.0,-4.787087569425113,-13.562079825413235,4_2
74,11.587029785896785,41.63353933657021,0,11.587029785896785,-800,2.9848103298611117,-13.333333333333336,15.0,-13.333333333333336,15.0,3.1806313541376667,-10.620875604589795,4_3
75,11.587029785896785,138.3664606634298,0,11.587029785896785,-800,-2.9848103298611117,-13.333333333333336,-15.0,-13.333333333333336,-15.0,-6.380631354137668,-14.220875604589796,4_3
76,13.877773329774222,33.69006752597979,0,13.877773329774222,-800,3.9993981481481486,-13.333333333333336,20.0,-13.333333333333336,20.0,4.774175138850224,-10.103189695436976,4_4
77,13.877773329774222,146.30993247402023,0,13.877773329774222,-800,-3.9993981481481486,-13.333333333333336,-20.0,-13.333333333333336,-20.0,-7.974175138850225,-14.903189695436977,4_4
78,16.3582576270394,28.072486935852965,0,16.3582576270394,-800,5.030829716435186,-13.333333333333336,25.0,-13.333333333333336,25.0,6.367718923562779,-9.609022097954782,4_5
79,16.3582576270394,151.92751306414704,0,16.3582576270394,-800,-5.030829716435186,-13.333333333333336,-25.0,-13.333333333333336,-25.0,-9.56771892356278,-15.609022097954782,4_5
80,18.954135676924427,23.96248897457819,0,18.954135676924427,-800,6.083315972222223,-13.333333333333336,30.0,-13.333333333333336,30.0,7.961262708275334,-9.138372812143214,4_6
81,18.954135676924427,156.03751102542182,0,18.954135676924427,-800,-6.083315972222223,-13.333333333333336,-30.0,-13.333333333333336,-30.0,-11.161262708275334,-16.338372812143213,4_6
82,21.623889395587295,20.85445803957835,0,21.623889395587295,-800,7.161067853009261,-13.333333333333336,35.0,-13.333333333333336,35.0,9.554806492987892,-8.691241838002266,4_7
83,21.623889395587295,159.14554196042167,0,21.623889395587295,-800,-7.161067853009261,-13.333333333333336,-35.0,-13.333333333333336,-35.0,-12.75480649298789,-17.091241838002265,4_7
84,24.343224778007382,18.434948822922014,0,24.343224778007382,-800,8.268296296296297,-13.333333333333336,40.0,-13.333333333333336,40.0,11.14835027770045,-8.267629175531944,4_8
85,24.343224778007382,161.565051177078,0,24.343224778007382,-800,-8.268296296296297,-13.333333333333336,-40.0,-13.333333333333336,-40.0,-14.34835027770045,-17.867629175531942,4_8
86,3.8490017945975046,90.0,0,3.8490017945975046,-800,0.0,-6.666666666666665,0.0,-6.666666666666665,0.0,-0.7999999999999998,-13.341296802244653,5_0
87,4.811252243246881,53.13010235415597,0,4.811252243246881,-800,0.9266118344907408,-6.666666666666665,5.0,-6.666666666666665,5.0,0.8277522380516447,-12.755193986413657,5_1
88,4.811252243246881,126.86989764584403,0,4.811252243246881,-800,-0.9266118344907408,-6.666666666666665,-5.0,-6.666666666666665,-5.0,-2.427752238051644,-13.955193986413656,5_1
89,6.938886664887109,33.690067525979785,0,6.938886664887109,-800,1.8582002314814816,-6.666666666666665,10.0,-6.666666666666665,10.0,2.455504476103289,-12.196885538920675,5_2
90,6.938886664887109,146.30993247402023,0,6.938886664887109,-800,-1.8582002314814816,-6.666666666666665,-10.0,-6.666666666666665,-10.0,-4.055504476103289,-14.596885538920674,5_2
91,9.477067838462212,23.96248897457818,0,9.477067838462212,-800,2.799741753472222,-6.666666666666665,15.0,-6.666666666666665,15.0,4.083256714154936,-11.666371459765696,5_3
92,9.477067838462212,156.03751102542185,0,9.477067838462212,-800,-2.799741753472222,-6.666666666666665,-15.0,-6.666666666666665,-15.0,-5.683256714154935,-15.266371459765693,5_3
93,12.171612389003691,18.434948822922006,0,12.171612389003691,-800,3.756212962962962,-6.666666666666665,20.0,-6.666666666666665,20.0,5.711008952206578,-11.163651748948727,5_4
94,12.171612389003691,161.565051177078,0,12.171612389003691,-800,-3.756212962962962,-6.666666666666665,-20.0,-6.666666666666665,-20.0,-7.311008952206578,-15.963651748948728,5_4
95,14.938144066387503,14.931417178137552,0,14.938144066387503,-800,4.732590422453704,-6.666666666666665,25.0,-6.666666666666665,25.0,7.338761190258224,-10.688726406469774,5_5
96,14.938144066387503,165.06858282186246,0,14.938144066387503,-800,-4.732590422453704,-6.666666666666665,-25.0,-6.666666666666665,-25.0,-8.938761190258223,-16.688726406469776,5_5
97,17.743021580745904,12.52880770915151,0,17.743021580745904,-800,5.733850694444444,-6.666666666666665,30.0,-6.666666666666665,30.0,8.96651342830987,-10.241595432328825,5_6
98,17.743021580745904,167.47119229084848,0,17.743021580745904,-800,-5.733850694444444,-6.666666666666665,-30.0,-6.666666666666665,-30.0,-10.566513428309872,-17.441595432328825,5_6
99,20.570565090637356,10.784297867562598,0,20.570565090637356,-800,6.764970341435186,-6.666666666666665,35.0,-6.666666666666665,35.0,10.594265666361515,-9.82225882652589,5_7
100,20.570565090637356,169.21570213243743,0,20.570565090637356,-800,-6.764970341435186,-6.666666666666665,-35.0,-6.666666666666665,-35.0,-12.194265666361517,-18.22225882652589,5_7
101,23.412563895228306,9.462322208025615,0,23.412563895228306,-800,7.830925925925925,-6.666666666666665,40.0,-6.666666666666665,40.0,12.222017904413157,-9.430716589060964,5_8
102,23.412563895228306,170.5376777919744,0,23.412563895228306,-800,-7.830925925925925,-6.666666666666665,-40.0,-6.666666666666665,-40.0,-13.822017904413155,-19.03071658906096,5_8
103,0.0,-0.0,0,0.0,-800,0.0,0.0,0.0,0.0,0.0,0.0,-14.367550402417319,6_0
104,2.886751345948129,-0.0,0,2.886751345948129,-800,0.85845703125,0.0,5.0,0.0,5.0,1.6676621002805818,-13.783585614920016,6_1
105,2.886751345948129,-180.0,0,2.886751345948129,-800,-0.85845703125,0.0,-5.0,0.0,-5.0,-1.6676621002805818,-14.983585614920015,6_1
106,5.773502691896258,-0.0,0,5.773502691896258,-800,1.7226562500000002,0.0,10.0,0.0,10.0,3.3353242005611636,-13.231691252428112,6_2
107,5.773502691896258,-180.0,0,5.773502691896258,-800,-1.7226562500000002,0.0,-10.0,0.0,-10.0,-3.3353242005611636,-15.63169125242811,6_2
108,8.660254037844387,-0.0,0,8.660254037844387,-800,2.5983398437500003,0.0,15.0,0.0,15.0,5.002986300841746,-12.7118673149416,6_3
109,8.660254037844387,-180.0,0,8.660254037844387,-800,-2.5983398437500003,0.0,-15.0,0.0,-15.0,-5.002986300841746,-16.3118673149416,6_3
110,11.547005383792516,-0.0,0,11.547005383792516,-800,3.49125,0.0,20.0,0.0,20.0,6.670648401122327,-12.224113802460483,6_4
111,11.547005383792516,-180.0,0,11.547005383792516,-800,-3.49125,0.0,-20.0,0.0,-20.0,-6.670648401122327,-17.024113802460484,6_4
112,14.433756729740645,-0.0,0,14.433756729740645,-800,4.4071289062500005,0.0,25.0,0.0,25.0,8.338310501402908,-11.768430714984765,6_5
113,14.433756729740645,-180.0,0,14.433756729740645,-800,-4.4071289062500005,0.0,-25.0,0.0,-25.0,-8.338310501402908,-17.768430714984767,6_5
114,17.320508075688775,-0.0,0,17.320508075688775,-800,5.35171875,0.0,30.0,0.0,30.0,10.005972601683492,-11.344818052514443,6_6
115,17.320508075688775,-180.0,0,17.320508075688775,-800,-5.35171875,0.0,-30.0,0.0,-30.0,-10.005972601683492,-18.544818052514444,6_6
116,20.207259421636902,-0.0,0,20.207259421636902,-800,6.33076171875,0.0,35.0,0.0,35.0,11.67363470196407,-10.953275815049516,6_7
117,20.207259421636902,-180.0,0,20.207259421636902,-800,-6.33076171875,0.0,-35.0,0.0,-35.0,-11.67363470196407,-19.353275815049518,6_7
118,23.094010767585033,-0.0,0,23.094010767585033,-800,7.3500000000000005,0.0,40.0,0.0,40.0,13.341296802244655,-10.593804002589984,6_8
119,23.094010767585033,-180.0,0,23.094010767585033,-800,-7.3500000000000005,0.0,-40.0,0.0,-40.0,-13.341296802244655,-20.193804002589985,6_8
120,3.8490017945975072,-90.0,0,3.8490017945975072,-800,0.0,6.66666666666667,0.0,6.66666666666667,0.0,0.8000000000000004,-15.393804002589984,7_0
121,4.811252243246883,-53.13010235415599,0,4.811252243246883,-800,0.7834966724537038,6.66666666666667,5.0,6.66666666666667,5.0,2.513273371399367,-14.811977243426375,7_1
122,4.811252243246883,-126.86989764584402,0,4.811252243246883,-800,-0.7834966724537038,6.66666666666667,-5.0,6.66666666666667,-5.0,-0.9132733713993665,-16.011977243426376,7_1
123,6.938886664887111,-33.6900675259798,0,6.938886664887111,-800,1.5735011574074076,6.66666666666667,10.0,6.66666666666667,10.0,4.226546742798734,-14.26649696593555,7_2
124,6.938886664887111,-146.3099324740202,0,6.938886664887111,-800,-1.5735011574074076,6.66666666666667,-10.0,6.66666666666667,-10.0,-2.6265467427987335,-16.66649696593555,7_2
125,9.477067838462213,-23.962488974578193,0,9.477067838462213,-800,2.3765212673611114,6.66666666666667,15.0,6.66666666666667,15.0,5.939820114198102,-13.757363170117504,7_3
126,9.477067838462213,-156.03751102542182,0,9.477067838462213,-800,-2.3765212673611114,6.66666666666667,-15.0,6.66666666666667,-15.0,-4.3398201141981,-17.357363170117505,7_3
127,12.171612389003691,-18.43494882292202,0,12.171612389003691,-800,3.199064814814815,6.66666666666667,20.0,6.66666666666667,20.0,7.653093485597468,-13.28457585597224,7_4
128,12.171612389003691,-161.565051177078,0,12.171612389003691,-800,-3.199064814814815,6.66666666666667,-20.0,6.66666666666667,-20.0,-6.053093485597467,-18.08457585597224,7_4
129,14.938144066387503,-14.931417178137561,0,14.938144066387503,-800,4.047639612268519,6.66666666666667,25.0,6.66666666666667,25.0,9.366366856996835,-12.84813502349976,7_5
130,14.938144066387503,-165.06858282186246,0,14.938144066387503,-800,-4.047639612268519,6.66666666666667,-25.0,6.66666666666667,-25.0,-7.766366856996834,-18.848135023499758,7_5
131,17.743021580745904,-12.528807709151517,0,17.743021580745904,-800,4.928753472222222,6.66666666666667,30.0,6.66666666666667,30.0,11.079640228396203,-12.448040672700058,7_6
132,17.743021580745904,-167.47119229084848,0,17.743021580745904,-800,-4.928753472222222,6.66666666666667,-30.0,6.66666666666667,-30.0,-9.479640228396201,-19.648040672700056,7_6
133,20.570565090637356,-10.784297867562604,0,20.570565090637356,-800,5.848914207175926,6.66666666666667,35.0,6.66666666666667,35.0,12.79291359979557,-12.084292803573142,7_7
134,20.570565090637356,-169.2157021324374,0,20.570565090637356,-800,-5.848914207175926,6.66666666666667,-35.0,6.66666666666667,-35.0,-11.192913599795569,-20.48429280357314,7_7
135,23.412563895228313,-9.462322208025622,0,23.412563895228313,-800,6.81462962962963,6.66666666666667,40.0,6.66666666666667,40.0,14.506186971194936,-11.756891416119007,7_8
136,23.412563895228313,-170.53767779197437,0,23.412563895228313,-800,-6.81462962962963,6.66666666666667,-40.0,6.66666666666667,-40.0,-12.906186971194934,-21.35689141611901,7_8
137,7.698003589195009,-90.0,0,7.698003589195009,-800,0.0,13.33333333333333,0.0,13.33333333333333,0.0,1.5999999999999996,-16.42005760276265,8_0
138,8.221471437193744,-69.44395478041653,0,8.221471437193744,-800,0.7003696469907408,13.33333333333333,5.0,13.33333333333333,5.0,3.3645860514079997,-15.840368871932734,8_1
139,8.221471437193744,-110.55604521958348,0,8.221471437193744,-800,-0.7003696469907408,13.33333333333333,-5.0,13.33333333333333,-5.0,-0.16458605140800064,-17.040368871932735,8_1
140,9.622504486493762,-53.13010235415597,0,9.622504486493762,-800,1.4080127314814819,13.33333333333333,10.0,13.33333333333333,10.0,5.129172102816,-15.301302679442987,8_2
141,9.622504486493762,-126.86989764584403,0,9.622504486493762,-800,-1.4080127314814819,13.33333333333333,-10.0,13.33333333333333,-10.0,-1.929172102816001,-17.701302679442986,8_2
142,11.587029785896783,-41.633539336570195,0,11.587029785896783,-800,2.1302026909722223,13.33333333333333,15.0,13.33333333333333,15.0,6.893758154224001,-14.802859025293404,8_3
143,11.587029785896783,-138.3664606634298,0,11.587029785896783,-800,-2.1302026909722223,13.33333333333333,-15.0,13.33333333333333,-15.0,-3.6937581542240014,-18.402859025293406,8_3
144,13.877773329774218,-33.690067525979785,0,13.877773329774218,-800,2.8742129629629627,13.33333333333333,20.0,13.33333333333333,20.0,8.658344205632002,-14.345037909483993,8_4
145,13.877773329774218,-146.30993247402023,0,13.877773329774218,-800,-2.8742129629629627,13.33333333333333,-20.0,13.33333333333333,-20.0,-5.4583442056320015,-19.145037909483992,8_4
146,16.358257627039396,-28.072486935852954,0,16.358257627039396,-800,3.6473169849537044,13.33333333333333,25.0,13.33333333333333,25.0,10.422930257039999,-13.927839332014749,8_5
147,16.358257627039396,-151.92751306414706,0,16.358257627039396,-800,-3.6473169849537044,13.33333333333333,-25.0,13.33333333333333,-25.0,-7.22293025704,-19.92783933201475,8_5
148,18.954135676924423,-23.96248897457818,0,18.954135676924423,-800,4.456788194444444,13.33333333333333,30.0,13.33333333333333,30.0,12.187516308448002,-13.551263292885674,8_6
149,18.954135676924423,-156.03751102542185,0,18.954135676924423,-800,-4.456788194444444,13.33333333333333,-30.0,13.33333333333333,-30.0,-8.987516308448003,-20.751263292885675,8_6
150,21.623889395587295,-20.854458039578343,0,21.623889395587295,-800,5.309900028935186,13.33333333333333,35.0,13.33333333333333,35.0,13.952102359856001,-13.215309792096768,8_7
151,21.623889395587295,-159.14554196042167,0,21.623889395587295,-800,-5.309900028935186,13.33333333333333,-35.0,13.33333333333333,-35.0,-10.752102359856002,-21.615309792096767,8_7
152,24.343224778007382,-18.434948822922006,0,24.343224778007382,-800,6.213925925925928,13.33333333333333,40.0,13.33333333333333,40.0,15.716688411264002,-12.919978829648027,8_8
153,24.343224778007382,-161.565051177078,0,24.343224778007382,-800,-6.213925925925928,13.33333333333333,-40.0,13.33333333333333,-40.0,-12.516688411264003,-22.51997882964803,8_8
154,11.547005383792516,-90.0,0,11.547005383792516,-800,0.0,20.0,0.0,20.0,0.0,2.4,-17.446311202935316,9_0
155,11.902380714238085,-75.96375653207353,0,11.902380714238085,-800,0.6077148437500001,20.0,5.0,20.0,5.0,4.221600140306482,-16.86876050043909,9_1
156,11.902380714238085,-104.03624346792648,0,11.902380714238085,-800,-0.6077148437500001,20.0,-5.0,20.0,-5.0,0.5783998596935183,-18.068760500439094,9_1
157,12.909944487358057,-63.43494882292201,0,12.909944487358057,-800,1.2234687499999999,20.0,10.0,20.0,10.0,6.043200280612963,-16.336108392950425,9_2
158,12.909944487358057,-116.56505117707799,0,12.909944487358057,-800,-1.2234687499999999,20.0,-10.0,20.0,-10.0,-1.2432002806129634,-18.736108392950424,9_2
159,14.433756729740645,-53.13010235415598,0,14.433756729740645,-800,1.8553007812500004,20.0,15.0,20.0,15.0,7.864800420919444,-15.848354880469309,9_3
160,14.433756729740645,-126.86989764584402,0,14.433756729740645,-800,-1.8553007812500004,20.0,-15.0,20.0,-15.0,-3.0648004209194446,-19.44835488046931,9_3
161,16.32993161855452,-45.0,0,16.32993161855452,-800,2.51125,20.0,20.0,20.0,20.0,9.686400561225927,-15.40549996299575,9_4
162,16.32993161855452,-135.0,0,16.32993161855452,-800,-2.51125,20.0,-20.0,20.0,-20.0,-4.886400561225926,-20.20549996299575,9_4
163,18.484227510682363,-38.65980825409009,0,18.484227510682363,-800,3.1993554687500003,20.0,25.0,20.0,25.0,11.508000701532408,-15.007543640529743,9_5
164,18.484227510682363,-141.34019174590992,0,18.484227510682363,-800,-3.1993554687500003,20.0,-25.0,20.0,-25.0,-6.7080007015324075,-21.007543640529743,9_5
165,20.81665999466133,-33.690067525979785,0,20.81665999466133,-800,3.9276562499999996,20.0,30.0,20.0,30.0,13.32960084183889,-14.654485913071289,9_6
