PTN_No,Arms_moni,Adeg_moni,Vac_moni,Iac_moni,RPM_moni,Trq_1st,Idref_moni,Iqref_moni,Id0_1st,Iq0_1st,Vd_1st,Vq_1st,pair_group
17,81.64965809277261,135.0,0,81.64965809277261,1500,-36.0,-100.0,-100.0,-100.0,-100.0,29.36371398112361,19.184953783492674,0_8
18,48.11252243246882,90.0,0,48.11252243246882,1500,0.0,-83.33333333333334,0.0,-83.33333333333334,0.0,-3.333333333333334,25.44690049407732,1_0
19,48.65077746704721,81.46923439005187,0,48.65077746704721,1500,4.255338541666665,-83.33333333333334,12.5,-83.33333333333334,12.5,-7.535213507509683,25.96162670964102,1_1
20,48.65077746704721,98.53076560994813,0,48.65077746704721,1500,-4.255338541666665,-83.33333333333334,-12.5,-83.33333333333334,-12.5,0.868546840843015,24.96162670964102,1_1
21,50.23094811118091,73.30075576600639,0,50.23094811118091,1500,8.517708333333333,-83.33333333333334,25.0,-83.33333333333334,25.0,-11.737093681686032,26.50580535633213,1_2
22,50.23094811118091,106.69924423399362,0,50.23094811118091,1500,-8.517708333333333,-83.33333333333334,-25.0,-83.33333333333334,-25.0,5.070427015019364,24.50580535633213,1_2
23,52.75949975895161,65.77225468204583,0,52.75949975895161,1500,12.794140624999997,-83.33333333333334,37.5,-83.33333333333334,37.5,-15.938973855862379,27.079436434150637,1_3
24,52.75949975895161,114.22774531795417,0,52.75949975895161,1500,-12.794140624999997,-83.33333333333334,-37.5,-83.33333333333334,-37.5,9.272307189195711,24.079436434150637,1_3
25,56.10836076867822,59.03624346792648,0,56.10836076867822,1500,17.09166666666666,-83.33333333333334,50.0,-83.33333333333334,50.0,-20.14085403003873,27.682519943096555,1_4
26,56.10836076867822,120.96375653207352,0,56.10836076867822,1500,-17.09166666666666,-83.33333333333334,-50.0,-83.33333333333334,-50.0,13.474187363372062,23.682519943096555,1_4
27,60.140653040586024,53.13010235415599,0,60.140653040586024,1500,21.41731770833333,-83.33333333333334,62.5,-83.33333333333334,62.5,-24.342734204215077,28.315055883169876,1_5
28,60.140653040586024,126.86989764584402,0,60.140653040586024,1500,-21.41731770833333,-83.33333333333334,-62.5,-83.33333333333334,-62.5,17.676067537548406,23.315055883169876,1_5
29,64.72877887628358,48.01278750418334,0,64.72877887628358,1500,25.778124999999996,-83.33333333333334,75.0,-83.33333333333334,75.0,-28.544614378391422,28.977044254370597,1_6
30,64.72877887628358,131.98721249581666,0,64.72877887628358,1500,-25.778124999999996,-83.33333333333334,-75.0,-83.33333333333334,-75.0,21.877947711724758,22.977044254370597,1_6
31,69.76315752707978,43.60281897270362,0,69.76315752707978,1500,30.181119791666664,-83.33333333333334,87.5,-83.33333333333334,87.5,-32.74649455256777,29.668485056698724,1_7
32,69.76315752707978,136.39718102729637,0,69.76315752707978,1500,-30.181119791666664,-83.33333333333334,-87.5,-83.33333333333334,-87.5,26.079827885901103,22.668485056698724,1_7
33,75.15416254704824,39.8055710922652,0,75.15416254704824,1500,34.63333333333333,-83.33333333333334,100.0,-83.33333333333334,100.0,-36.94837472674413,30.38937829015426,1_8
34,75.15416254704824,140.19442890773482,0,75.15416254704824,1500,-34.63333333333333,-83.33333333333334,-100.0,-83.33333333333334,-100.0,30.281708060077456,22.38937829015426,1_8
35,38.490017945975055,90.0,0,38.490017945975055,1500,0.0,-66.66666666666667,0.0,-66.66666666666667,0.0,-2.666666666666667,28.274333882308138,2_0
36,39.16075605519912,79.38034472384487,0,39.16075605519912,1500,4.054973958333334,-66.66666666666667,12.5,-66.66666666666667,12.5,-6.915670730646863,28.794950584097325,2_1
37,39.16075605519912,100.61965527615513,0,39.16075605519912,1500,-4.054973958333334,-66.66666666666667,-12.5,-66.66666666666667,-12.5,1.5823373973135295,27.794950584097325,2_1
38,41.10735718596873,69.44395478041653,0,41.10735718596873,1500,8.119791666666668,-66.66666666666667,25.0,-66.66666666666667,25.0,-11.16467479462706,29.356800689464865,2_2
39,41.10735718596873,110.55604521958347,0,41.10735718596873,1500,-8.119791666666668,-66.66666666666667,-25.0,-66.66666666666667,-25.0,5.831341461293726,27.356800689464865,2_2
40,44.16142526551291,60.642246457208735,0,44.16142526551291,1500,12.204296875,-66.66666666666667,37.5,-66.66666666666667,37.5,-15.413678858607256,29.959884198410784,2_3
41,44.16142526551291,119.35775354279127,0,44.16142526551291,1500,-12.204296875,-66.66666666666667,-37.5,-66.66666666666667,-37.5,10.080345525273923,26.959884198410784,2_3
42,48.11252243246882,53.13010235415599,0,48.11252243246882,1500,16.318333333333335,-66.66666666666667,50.0,-66.66666666666667,50.0,-19.662682922587454,30.604201110935065,2_4
43,48.11252243246882,126.86989764584402,0,48.11252243246882,1500,-16.318333333333335,-66.66666666666667,-50.0,-66.66666666666667,-50.0,14.329349589254118,26.604201110935065,2_4
44,52.75949975895161,46.8476102659946,0,52.75949975895161,1500,20.471744791666666,-66.66666666666667,62.5,-66.66666666666667,62.5,-23.911686986567645,31.289751427037718,2_5
45,52.75949975895161,133.1523897340054,0,52.75949975895161,1500,-20.471744791666666,-66.66666666666667,-62.5,-66.66666666666667,-62.5,18.57835365323431,26.289751427037718,2_5
46,57.93514892948392,41.6335393365702,0,57.93514892948392,1500,24.674374999999998,-66.66666666666667,75.0,-66.66666666666667,75.0,-28.160691050547847,32.016535146718724,2_6
47,57.93514892948392,138.3664606634298,0,57.93514892948392,1500,-24.674374999999998,-66.66666666666667,-75.0,-66.66666666666667,-75.0,22.82735771721451,26.016535146718727,2_6
48,63.51035202874265,37.30394827798343,0,63.51035202874265,1500,28.93606770833333,-66.66666666666667,87.5,-66.66666666666667,87.5,-32.40969511452803,32.78455226997811,2_7
49,63.51035202874265,142.69605172201656,0,63.51035202874265,1500,-28.93606770833333,-66.66666666666667,-87.5,-66.66666666666667,-87.5,27.076361781194695,25.784552269978104,2_7
50,69.38886664887109,33.69006752597979,0,69.38886664887109,1500,33.266666666666666,-66.66666666666667,100.0,-66.66666666666667,100.0,-36.658699178508236,33.593802796815844,2_8
51,69.38886664887109,146.30993247402023,0,69.38886664887109,1500,-33.266666666666666,-66.66666666666667,-100.0,-66.66666666666667,-100.0,31.325365845174904,25.593802796815844,2_8
52,28.86751345948129,90.0,0,28.86751345948129,1500,0.0,-50.0,0.0,-50.0,0.0,-2.0,31.10176727053895,3_0
53,29.75595178559521,75.96375653207353,0,29.75595178559521,1500,3.849609374999999,-50.0,12.5,-50.0,12.5,-6.311835917051992,31.628274458553612,3_1
54,29.75595178559521,104.03624346792648,0,29.75595178559521,1500,-3.849609374999999,-50.0,-12.5,-50.0,-12.5,2.311835917051992,30.628274458553612,3_1
55,32.274861218395145,63.43494882292201,0,32.274861218395145,1500,7.711874999999999,-50.0,25.0,-50.0,25.0,-10.623671834103984,32.207796022597606,3_2
56,32.274861218395145,116.56505117707799,0,32.274861218395145,1500,-7.711874999999999,-50.0,-25.0,-50.0,-25.0,6.623671834103984,30.207796022597606,3_2
57,36.08439182435161,53.13010235415598,0,36.08439182435161,1500,11.599453125,-50.0,37.5,-50.0,37.5,-14.935507751155976,32.84033196267092,3_3
58,36.08439182435161,126.86989764584402,0,36.08439182435161,1500,-11.599453125,-50.0,-37.5,-50.0,-37.5,10.935507751155976,29.840331962670923,3_3
59,40.824829046386306,45.0,0,40.824829046386306,1500,15.524999999999997,-50.0,50.0,-50.0,50.0,-19.247343668207968,33.52588227877357,3_4
60,40.824829046386306,135.0,0,40.824829046386306,1500,-15.524999999999997,-50.0,-50.0,-50.0,-50.0,15.247343668207968,29.525882278773572,3_4
61,46.210568776705905,38.65980825409009,0,46.210568776705905,1500,19.501171874999997,-50.0,62.5,-50.0,62.5,-23.559179585259958,34.264446970905546,3_5
62,46.210568776705905,141.34019174590992,0,46.210568776705905,1500,-19.501171874999997,-50.0,-62.5,-50.0,-62.5,19.559179585259958,29.264446970905546,3_5
63,52.04164998665332,33.690067525979785,0,52.04164998665332,1500,23.540625,-50.0,75.0,-50.0,75.0,-27.871015502311952,35.05602603906685,3_6
64,52.04164998665332,146.30993247402023,0,52.04164998665332,1500,-23.540625,-50.0,-75.0,-50.0,-75.0,23.871015502311952,29.05602603906685,3_6
65,58.18433351570392,29.74488129694222,0,58.18433351570392,1500,27.656015625000006,-50.0,87.5,-50.0,87.5,-32.18285141936394,35.900619483257486,3_7
66,58.18433351570392,150.25511870305778,0,58.18433351570392,1500,-27.656015625000006,-50.0,-87.5,-50.0,-87.5,28.182851419363946,28.900619483257486,3_7
67,64.54972243679029,26.56505117707799,0,64.54972243679029,1500,31.86,-50.0,100.0,-50.0,100.0,-36.494687336415936,36.79822730347744,3_8
68,64.54972243679029,153.434948822922,0,64.54972243679029,1500,-31.86,-50.0,-100.0,-50.0,-100.0,32.494687336415936,28.79822730347744,3_8
69,19.245008972987527,90.0,0,19.245008972987527,1500,0.0,-33.333333333333336,0.0,-33.333333333333336,0.0,-1.3333333333333335,33.929200658769766,4_0
70,20.553678592984365,69.44395478041653,0,20.553678592984365,1500,3.634244791666666,-33.333333333333336,12.5,-33.333333333333336,12.5,-5.723709066725069,34.46159833300991,4_1
71,20.553678592984365,110.55604521958347,0,20.553678592984365,1500,-3.634244791666666,-33.333333333333336,-12.5,-33.333333333333336,-12.5,3.057042400058403,33.46159833300991,4_1
72,24.05626121623441,53.13010235415599,0,24.05626121623441,1500,7.2839583333333335,-33.333333333333336,25.0,-33.333333333333336,25.0,-10.114084800116807,35.05879135573034,4_2
73,24.05626121623441,126.86989764584402,0,24.05626121623441,1500,-7.2839583333333335,-33.333333333333336,-25.0,-33.333333333333336,-25.0,7.447418133450139,33.05879135573034,4_2
74,28.96757446474196,41.6335393365702,0,28.96757446474196,1500,10.964609375000002,-33.333333333333336,37.5,-33.333333333333336,37.5,-14.504460533508544,35.72077972693108,4_3
75,28.96757446474196,138.3664606634298,0,28.96757446474196,1500,-10.964609375000002,-33.333333333333336,-37.5,-33.333333333333336,-37.5,11.837793866841876,32.72077972693108,4_3
76,34.69443332443554,33.69006752597979,0,34.69443332443554,1500,14.691666666666666,-33.333333333333336,50.0,-33.333333333333336,50.0,-18.894836266900278,36.44756344661209,4_4
77,34.69443332443554,146.30993247402023,0,34.69443332443554,1500,-14.691666666666666,-33.333333333333336,-50.0,-33.333333333333336,-50.0,16.228169600233613,32.44756344661209,4_4
78,40.89564406759849,28.07248693585296,0,40.89564406759849,1500,18.48059895833333,-33.333333333333336,62.5,-33.333333333333336,62.5,-23.285212000292013,37.239142514773384,4_5
79,40.89564406759849,151.92751306414706,0,40.89564406759849,1500,-18.48059895833333,-33.333333333333336,-62.5,-33.333333333333336,-62.5,20.61854533362535,32.239142514773384,4_5
80,47.38533919231106,23.962488974578186,0,47.38533919231106,1500,22.346875,-33.333333333333336,75.0,-33.333333333333336,75.0,-27.675587733683752,38.09551693141498,4_6
81,47.38533919231106,156.03751102542182,0,47.38533919231106,1500,-22.346875,-33.333333333333336,-75.0,-33.333333333333336,-75.0,25.008921067017088,32.09551693141498,4_6
82,54.05972348896823,20.85445803957835,0,54.05972348896823,1500,26.30596354166667,-33.333333333333336,87.5,-33.333333333333336,87.5,-32.06596346707549,39.01668669653686,4_7
83,54.05972348896823,159.14554196042167,0,54.05972348896823,1500,-26.30596354166667,-33.333333333333336,-87.5,-33.333333333333336,-87.5,29.399296800408827,32.01668669653686,4_7
84,60.85806194501846,18.434948822922014,0,60.85806194501846,1500,30.37333333333334,-33.333333333333336,100.0,-33.333333333333336,100.0,-36.45633920046723,40.002651810139035,4_8
85,60.85806194501846,161.565051177078,0,60.85806194501846,1500,-30.37333333333334,-33.333333333333336,-100.0,-33.333333333333336,-100.0,33.789672533800555,32.002651810139035,4_8
86,9.622504486493762,90.0,0,9.622504486493762,1500,0.0,-16.666666666666664,0.0,-16.666666666666664,0.0,-0.6666666666666666,36.756634047000574,5_0
87,12.028130608117204,53.13010235415598,0,12.028130608117204,1500,3.403880208333333,-16.666666666666664,12.5,-16.666666666666664,12.5,-5.151290179666096,37.2949222074662,5_1
88,12.028130608117204,126.86989764584403,0,12.028130608117204,1500,-3.403880208333333,-16.666666666666664,-12.5,-16.666666666666664,-12.5,3.817956846332762,36.2949222074662,5_1
89,17.34721666221777,33.690067525979785,0,17.34721666221777,1500,6.826041666666666,-16.666666666666664,25.0,-16.666666666666664,25.0,-9.635913692665524,37.90978668886308,5_2
90,17.34721666221777,146.30993247402023,0,17.34721666221777,1500,-6.826041666666666,-16.666666666666664,-25.0,-16.666666666666664,-25.0,8.302580359332191,35.90978668886308,5_2
91,23.69266959615553,23.962488974578182,0,23.69266959615553,1500,10.284765624999999,-16.666666666666664,37.5,-16.666666666666664,37.5,-14.120537205664958,38.60122749119121,5_3
92,23.69266959615553,156.03751102542185,0,23.69266959615553,1500,-10.284765624999999,-16.666666666666664,-37.5,-16.666666666666664,-37.5,12.787203872331625,35.60122749119121,5_3
93,30.42903097250923,18.434948822922006,0,30.42903097250923,1500,13.798333333333328,-16.666666666666664,50.0,-16.666666666666664,50.0,-18.605160718664383,39.36924461445059,5_4
94,30.42903097250923,161.565051177078,0,30.42903097250923,1500,-13.798333333333328,-16.666666666666664,-50.0,-16.666666666666664,-50.0,17.271827385331047,35.36924461445059,5_4
95,37.345360165968756,14.931417178137552,0,37.345360165968756,1500,17.385026041666663,-16.666666666666664,62.5,-16.666666666666664,62.5,-23.089784231663817,40.213838058641215,5_5
96,37.345360165968756,165.06858282186246,0,37.345360165968756,1500,-17.385026041666663,-16.666666666666664,-62.5,-16.666666666666664,-62.5,21.75645089833048,35.213838058641215,5_5
97,44.35755395186476,12.52880770915151,0,44.35755395186476,1500,21.063124999999996,-16.666666666666664,75.0,-16.666666666666664,75.0,-27.57440774466325,41.1350078237631,5_6
98,44.35755395186476,167.47119229084848,0,44.35755395186476,1500,-21.063124999999996,-16.666666666666664,-75.0,-16.666666666666664,-75.0,26.241074411329915,35.1350078237631,5_6
99,51.42641272659339,10.7842978675626,0,51.42641272659339,1500,24.85091145833333,-16.666666666666664,87.5,-16.666666666666664,87.5,-32.05903125766268,42.13275390981624,5_7
100,51.42641272659339,169.21570213243743,0,51.42641272659339,1500,-24.85091145833333,-16.666666666666664,-87.5,-16.666666666666664,-87.5,30.725697924329346,35.13275390981624,5_7
101,58.53140973807077,9.462322208025617,0,58.53140973807077,1500,28.76666666666666,-16.666666666666664,100.0,-16.666666666666664,100.0,-36.543654770662094,43.20707631680062,5_8
102,58.53140973807077,170.53767779197437,0,58.53140973807077,1500,-28.76666666666666,-16.666666666666664,-100.0,-16.666666666666664,-100.0,35.210321437328766,35.20707631680062,5_8
103,0.0,-0.0,0,0.0,1500,0.0,0.0,0.0,0.0,0.0,0.0,39.5840674352314,6_0
104,7.216878364870323,-0.0,0,7.216878364870323,1500,3.153515625,0.0,12.5,0.0,12.5,-4.594579255875073,40.1282460819225,6_1
105,7.216878364870323,-180.0,0,7.216878364870323,1500,-3.153515625,0.0,-12.5,0.0,-12.5,4.594579255875073,39.1282460819225,6_1
106,14.433756729740645,-0.0,0,14.433756729740645,1500,6.328125,0.0,25.0,0.0,25.0,-9.189158511750145,40.76078202199582,6_2
107,14.433756729740645,-180.0,0,14.433756729740645,1500,-6.328125,0.0,-25.0,0.0,-25.0,9.189158511750145,38.76078202199582,6_2
108,21.65063509461097,-0.0,0,21.65063509461097,1500,9.544921875,0.0,37.5,0.0,37.5,-13.783737767625219,41.48167525545136,6_3
109,21.65063509461097,-180.0,0,21.65063509461097,1500,-9.544921875,0.0,-37.5,0.0,-37.5,13.783737767625219,38.48167525545136,6_3
110,28.86751345948129,-0.0,0,28.86751345948129,1500,12.825,0.0,50.0,0.0,50.0,-18.37831702350029,42.2909257822891,6_4
111,28.86751345948129,-180.0,0,28.86751345948129,1500,-12.825,0.0,-50.0,0.0,-50.0,18.37831702350029,38.2909257822891,6_4
112,36.08439182435161,-0.0,0,36.08439182435161,1500,16.189453125,0.0,62.5,0.0,62.5,-22.972896279375366,43.18853360250906,6_5
113,36.08439182435161,-180.0,0,36.08439182435161,1500,-16.189453125,0.0,-62.5,0.0,-62.5,22.972896279375366,38.18853360250906,6_5
114,43.30127018922194,-0.0,0,43.30127018922194,1500,19.659374999999997,0.0,75.0,0.0,75.0,-27.567475535250438,44.17449871611122,6_6
115,43.30127018922194,-180.0,0,43.30127018922194,1500,-19.659374999999997,0.0,-75.0,0.0,-75.0,27.567475535250438,38.17449871611122,6_6
116,50.51814855409226,-0.0,0,50.51814855409226,1500,23.255859375,0.0,87.5,0.0,87.5,-32.162054791125506,45.24882112309562,6_7
117,50.51814855409226,-180.0,0,50.51814855409226,1500,-23.255859375,0.0,-87.5,0.0,-87.5,32.162054791125506,38.24882112309562,6_7
118,57.73502691896258,-0.0,0,57.73502691896258,1500,27.0,0.0,100.0,0.0,100.0,-36.75663404700058,46.41150082346221,6_8
119,57.73502691896258,-180.0,0,57.73502691896258,1500,-27.0,0.0,-100.0,0.0,-100.0,36.75663404700058,38.41150082346221,6_8
120,9.622504486493767,-90.0,0,9.622504486493767,1500,0.0,16.666666666666675,0.0,16.666666666666675,0.0,0.666666666666667,42.41150082346221,7_0
121,12.028130608117207,-53.130102354155994,0,12.028130608117207,1500,2.878151041666666,16.666666666666675,12.5,16.666666666666675,12.5,-4.053576295351998,42.961569956378796,7_1
122,12.028130608117207,-126.86989764584402,0,12.028130608117207,1500,-2.878151041666666,16.666666666666675,-12.5,16.666666666666675,-12.5,5.3869096286853315,41.961569956378796,7_1
123,17.347216662217775,-33.690067525979806,0,17.347216662217775,1500,5.780208333333332,16.666666666666675,25.0,16.666666666666675,25.0,-8.773819257370661,43.61177735512856,7_2
124,17.347216662217775,-146.3099324740202,0,17.347216662217775,1500,-5.780208333333332,16.666666666666675,-25.0,16.666666666666675,-25.0,10.107152590703997,41.61177735512856,7_2
125,23.692669596155532,-23.962488974578193,0,23.692669596155532,1500,8.730078125,16.666666666666675,37.5,16.666666666666675,37.5,-13.494062219389328,44.3621230197115,7_3
126,23.692669596155532,-156.03751102542182,0,23.692669596155532,1500,-8.730078125,16.666666666666675,-37.5,16.666666666666675,-37.5,14.82739555272266,41.3621230197115,7_3
127,30.42903097250923,-18.43494882292202,0,30.42903097250923,1500,11.751666666666662,16.666666666666675,50.0,16.666666666666675,50.0,-18.21430518140799,45.2126069501276,7_4
128,30.42903097250923,-161.565051177078,0,30.42903097250923,1500,-11.751666666666662,16.666666666666675,-50.0,16.666666666666675,-50.0,19.547638514741326,41.2126069501276,7_4
129,37.34536016596876,-14.931417178137561,0,37.34536016596876,1500,14.86888020833333,16.666666666666675,62.5,16.666666666666675,62.5,-22.934548143426657,46.16322914637689,7_5
130,37.34536016596876,-165.06858282186246,0,37.34536016596876,1500,-14.86888020833333,16.666666666666675,-62.5,16.666666666666675,-62.5,24.267881476759992,41.16322914637689,7_5
131,44.35755395186476,-12.528807709151517,0,44.35755395186476,1500,18.105624999999996,16.666666666666675,75.0,16.666666666666675,75.0,-27.65479110544532,47.21398960845935,7_6
132,44.35755395186476,-167.47119229084848,0,44.35755395186476,1500,-18.105624999999996,16.666666666666675,-75.0,16.666666666666675,-75.0,28.988124438778655,41.21398960845935,7_6
133,51.42641272659339,-10.784297867562605,0,51.42641272659339,1500,21.485807291666667,16.666666666666675,87.5,16.666666666666675,87.5,-32.37503406746399,48.364888336374996,7_7
134,51.42641272659339,-169.2157021324374,0,51.42641272659339,1500,-21.485807291666667,16.666666666666675,-87.5,16.666666666666675,-87.5,33.70836740079732,41.364888336374996,7_7
135,58.53140973807077,-9.462322208025622,0,58.53140973807077,1500,25.033333333333335,16.666666666666675,100.0,16.666666666666675,100.0,-37.09527702948265,49.61592533012381,7_8
136,58.53140973807077,-170.53767779197437,0,58.53140973807077,1500,-25.033333333333335,16.666666666666675,-100.0,16.666666666666675,-100.0,38.42861036281598,41.61592533012381,7_8
137,19.245008972987524,-90.0,0,19.245008972987524,1500,0.0,33.33333333333333,0.0,33.33333333333333,0.0,1.3333333333333333,45.23893421169302,8_0
138,20.55367859298436,-69.44395478041653,0,20.55367859298436,1500,2.572786458333333,33.33333333333333,12.5,33.33333333333333,12.5,-3.5282812980968723,45.794893830835086,8_1
139,20.55367859298436,-110.55604521958348,0,20.55367859298436,1500,-2.572786458333333,33.33333333333333,-12.5,33.33333333333333,-12.5,6.194947964763538,44.794893830835086,8_1
140,24.056261216234407,-53.13010235415598,0,24.056261216234407,1500,5.172291666666666,33.33333333333333,25.0,33.33333333333333,25.0,-8.389895929527077,46.462772688261296,8_2
141,24.056261216234407,-126.86989764584403,0,24.056261216234407,1500,-5.172291666666666,33.33333333333333,-25.0,33.33333333333333,-25.0,11.056562596193745,44.462772688261296,8_2
142,28.967574464741958,-41.633539336570195,0,28.967574464741958,1500,7.825234375,33.33333333333333,37.5,33.33333333333333,37.5,-13.251510560957284,47.24257078397164,8_3
143,28.967574464741958,-138.3664606634298,0,28.967574464741958,1500,-7.825234375,33.33333333333333,-37.5,33.33333333333333,-37.5,15.918177227623952,44.24257078397164,8_3
144,34.69443332443554,-33.690067525979785,0,34.69443332443554,1500,10.55833333333333,33.33333333333333,50.0,33.33333333333333,50.0,-18.11312519238749,48.1342881179661,8_4
145,34.69443332443554,-146.30993247402023,0,34.69443332443554,1500,-10.55833333333333,33.33333333333333,-50.0,33.33333333333333,-50.0,20.779791859054153,44.1342881179661,8_4
146,40.89564406759849,-28.072486935852954,0,40.89564406759849,1500,13.398307291666669,33.33333333333333,62.5,33.33333333333333,62.5,-22.974739823817693,49.13792469024473,8_5
147,40.89564406759849,-151.92751306414706,0,40.89564406759849,1500,-13.398307291666669,33.33333333333333,-62.5,33.33333333333333,-62.5,25.641406490484357,44.13792469024473,8_5
148,47.38533919231106,-23.962488974578182,0,47.38533919231106,1500,16.371874999999996,33.33333333333333,75.0,33.33333333333333,75.0,-27.836354455247903,50.25348050080747,8_6
149,47.38533919231106,-156.03751102542185,0,47.38533919231106,1500,-16.371874999999996,33.33333333333333,-75.0,33.33333333333333,-75.0,30.503021121914568,44.25348050080747,8_6
150,54.05972348896823,-20.854458039578343,0,54.05972348896823,1500,19.505755208333333,33.33333333333333,87.5,33.33333333333333,87.5,-32.6979690866781,51.48095554965437,8_7
151,54.05972348896823,-159.14554196042167,0,54.05972348896823,1500,-19.505755208333333,33.33333333333333,-87.5,33.33333333333333,-87.5,35.36463575334477,44.48095554965437,8_7
152,60.85806194501846,-18.434948822922006,0,60.85806194501846,1500,22.82666666666666,33.33333333333333,100.0,33.33333333333333,100.0,-37.55958371810831,52.82034983678538,8_8
153,60.85806194501846,-161.565051177078,0,60.85806194501846,1500,-22.82666666666666,33.33333333333333,-100.0,33.33333333333333,-100.0,40.22625038477498,44.82034983678538,8_8
154,28.86751345948129,-90.0,0,28.86751345948129,1500,0.0,50.0,0.0,50.0,0.0,2.0,48.06636759992384,9_0
155,29.75595178559521,-75.96375653207353,0,29.75595178559521,1500,2.2324218749999996,50.0,12.5,50.0,12.5,-3.018694264109696,48.628217705291384,9_1
156,29.75595178559521,-104.03624346792648,0,29.75595178559521,1500,-2.2324218749999996,50.0,-12.5,50.0,-12.5,7.018694264109696,47.628217705291384,9_1
157,32.274861218395145,-63.43494882292201,0,32.274861218395145,1500,4.494374999999999,50.0,25.0,50.0,25.0,-8.037388528219392,49.31376802139403,9_2
158,32.274861218395145,-116.56505117707799,0,32.274861218395145,1500,-4.494374999999999,50.0,-25.0,50.0,-25.0,12.037388528219392,47.31376802139403,9_2
159,36.08439182435161,-53.13010235415598,0,36.08439182435161,1500,6.815390624999999,50.0,37.5,50.0,37.5,-13.056082792329084,50.123018548231784,9_3
160,36.08439182435161,-126.86989764584402,0,36.08439182435161,1500,-6.815390624999999,50.0,-37.5,50.0,-37.5,17.056082792329086,47.123018548231784,9_3
161,40.824829046386306,-45.0,0,40.824829046386306,1500,9.224999999999996,50.0,50.0,50.0,50.0,-18.074777056438784,51.055969285804615,9_4
162,40.824829046386306,-135.0,0,40.824829046386306,1500,-9.224999999999996,50.0,-50.0,50.0,-50.0,22.074777056438784,47.055969285804615,9_4
163,46.210568776705905,-38.65980825409009,0,46.210568776705905,1500,11.752734375,50.0,62.5,50.0,62.5,-23.093471320548474,52.11262023411256,9_5
164,46.210568776705905,-141.34019174590992,0,46.210568776705905,1500,-11.752734375,50.0,-62.5,50.0,-62.5,27.093471320548474,47.11262023411256,9_5
165,52.04164998665332,-33.690067525979785,0,52.04164998665332,1500,14.428124999999998,50.0,75.0,50.0,75.0,-28.112165584658168,53.2929713931556,9_6
166,52.04164998665332,-146.30993247402023,0,52.04164998665332,1500,-14.428124999999998,50.0,-75.0,50.0,-75.0,32.11216558465817,47.2929713931556,9_6
167,58.18433351570392,-29.74488129694222,0,58.18433351570392,1500,17.280703125,50.0,87.5,50.0,87.5,-33.13085984876786,54.59702276293374,9_7
168,58.18433351570392,-150.25511870305778,0,58.18433351570392,1500,-17.280703125,50.0,-87.5,50.0,-87.5,37.13085984876786,47.59702276293374,9_7
169,64.54972243679029,-26.56505117707799,0,64.54972243679029,1500,20.339999999999996,50.0,100.0,50.0,100.0,-38.14955411287757,56.02477434344698,9_8
