PTN_No,RPM_moni,Idref_moni,Iqref_moni,Id0_1st,Iq0_1st,Vd_1st,Vq_1st
51,1500,-24.0,25.71428571428571,-24.0,25.71428571428571,-10.067810377267069,36.763860275825365
52,1500,-24.0,-25.71428571428571,-24.0,-25.71428571428571,8.147810377267067,34.7067174186825
53,1500,-24.0,34.285714285714285,-24.0,34.285714285714285,-13.103747169689427,37.2236510158329
54,1500,-24.0,-34.285714285714285,-24.0,-34.285714285714285,11.183747169689429,34.48079387297575
55,1500,-24.0,42.857142857142854,-24.0,42.857142857142854,-16.139683962111786,37.71685135502625
56,1500,-24.0,-42.857142857142854,-24.0,-42.857142857142854,14.219683962111784,34.28827992645482
57,1500,-24.0,51.42857142857142,-24.0,51.42857142857142,-19.175620754534137,38.243461293405424
58,1500,-24.0,-51.42857142857142,-24.0,-51.42857142857142,17.255620754534135,34.12917557911971
59,1500,-24.0,60.0,-24.0,60.0,-22.211557546956495,38.80348083097042
60,1500,-24.0,-60.0,-24.0,-60.0,20.291557546956493,34.003480830970425
61,1500,-12.0,0.0,-12.0,0.0,-0.48,37.64105521083918
62,1500,-12.0,8.571428571428571,-12.0,8.571428571428571,-3.5655579575640877,38.002651243490355
63,1500,-12.0,-8.571428571428571,-12.0,-8.571428571428571,2.6055579575640877,37.31693695777607
64,1500,-12.0,17.142857142857142,-12.0,17.142857142857142,-6.651115915128175,38.40172505572962
65,1500,-12.0,-17.142857142857142,-12.0,-17.142857142857142,5.691115915128176,37.030296484301054
66,1500,-12.0,25.71428571428571,-12.0,25.71428571428571,-9.736673872692261,38.83827664755695
67,1500,-12.0,-25.71428571428571,-12.0,-25.71428571428571,8.77667387269226,36.7811337904141
68,1500,-12.0,34.285714285714285,-12.0,34.285714285714285,-12.822231830256351,39.31230601897237
69,1500,-12.0,-34.285714285714285,-12.0,-34.285714285714285,11.86223183025635,36.569448876115224
70,1500,-12.0,42.857142857142854,-12.0,42.857142857142854,-15.90778978782044,39.82381316997586
71,1500,-12.0,-42.857142857142854,-12.0,-42.857142857142854,14.947789787820438,36.395241741404426
72,1500,-12.0,51.42857142857142,-12.0,51.42857142857142,-18.993347745384522,40.37279810056743
73,1500,-12.0,-51.42857142857142,-12.0,-51.42857142857142,18.03334774538452,36.258512386281716
74,1500,-12.0,60.0,-12.0,60.0,-22.078905702948614,40.95926081074707
75,1500,-12.0,-60.0,-12.0,-60.0,21.118905702948613,36.15926081074707
76,1500,0.0,0.0,0.0,0.0,0.0,39.69716477076063
77,1500,0.0,8.571428571428571,0.0,8.571428571428571,-3.1408745752689726,40.06079489361293
78,1500,0.0,-8.571428571428571,0.0,-8.571428571428571,3.1408745752689726,39.375080607898646
79,1500,0.0,17.142857142857142,0.0,17.142857142857142,-6.281749150537945,40.46597097645557
80,1500,0.0,-17.142857142857142,0.0,-17.142857142857142,6.281749150537945,39.094542405027006
81,1500,0.0,25.71428571428571,0.0,25.71428571428571,-9.422623725806917,40.91269301928854
82,1500,0.0,-25.71428571428571,0.0,-25.71428571428571,9.422623725806917,38.85555016214569
83,1500,0.0,34.285714285714285,0.0,34.285714285714285,-12.56349830107589,41.400961022111844
84,1500,0.0,-34.285714285714285,0.0,-34.285714285714285,12.56349830107589,38.658103879254696
85,1500,0.0,42.857142857142854,0.0,42.857142857142854,-15.704372876344864,41.93077498492547
86,1500,0.0,-42.857142857142854,0.0,-42.857142857142854,15.704372876344864,38.50220355635404
87,1500,0.0,51.42857142857142,0.0,51.42857142857142,-18.845247451613833,42.502134907729435
88,1500,0.0,-51.42857142857142,0.0,-51.42857142857142,18.845247451613833,38.38784919344372
89,1500,0.0,60.0,0.0,60.0,-21.98612202688281,43.115040790523715
90,1500,0.0,-60.0,0.0,-60.0,21.98612202688281,38.31504079052372
91,1500,12.0,0.0,12.0,0.0,0.48,41.753274330682075
92,1500,12.0,8.571428571428571,12.0,8.571428571428571,-2.7218866455370128,42.1189385437355
93,1500,12.0,-8.571428571428571,12.0,-8.571428571428571,3.6818866455370127,41.43322425802122
94,1500,12.0,17.142857142857142,12.0,17.142857142857142,-5.923773291074026,42.530216897181525
95,1500,12.0,-17.142857142857142,12.0,-17.142857142857142,6.883773291074025,41.15878832575296
96,1500,12.0,25.71428571428571,12.0,25.71428571428571,-9.125659936611035,42.98710939102013
97,1500,12.0,-25.71428571428571,12.0,-25.71428571428571,10.085659936611036,40.92996653387728
98,1500,12.0,34.285714285714285,12.0,34.285714285714285,-12.32754658214805,43.48961602525131
99,1500,12.0,-34.285714285714285,12.0,-34.285714285714285,13.287546582148051,40.74675888239416
100,1500,12.0,42.857142857142854,12.0,42.857142857142854,-15.529433227685061,44.03773679987508
101,1500,12.0,-42.857142857142854,12.0,-42.857142857142854,16.489433227685062,40.60916537130365
102,1500,12.0,51.42857142857142,12.0,51.42857142857142,-18.73131987322207,44.63147171489144
103,1500,12.0,-51.42857142857142,12.0,-51.42857142857142,19.69131987322207,40.517186000605726
104,1500,12.0,60.0,12.0,60.0,-21.933206518759086,45.27082077030037
105,1500,12.0,-60.0,12.0,-60.0,22.893206518759087,40.47082077030037
106,1500,24.0,0.0,24.0,0.0,0.96,43.80938389060352
107,1500,24.0,8.571428571428571,24.0,8.571428571428571,-2.3085941683682063,44.17708219385808
108,1500,24.0,-8.571428571428571,24.0,-8.571428571428571,4.228594168368206,43.49136790814379
109,1500,24.0,17.142857142857142,24.0,17.142857142857142,-5.577188336736413,44.594462817907484
110,1500,24.0,-17.142857142857142,24.0,-17.142857142857142,7.4971883367364125,43.22303424647892
111,1500,24.0,25.71428571428571,24.0,25.71428571428571,-8.84578250510462,45.0615257627517
112,1500,24.0,-25.71428571428571,24.0,-25.71428571428571,10.765782505104617,43.00438290560885
113,1500,24.0,34.285714285714285,24.0,34.285714285714285,-12.114376673472826,45.57827102839079
114,1500,24.0,-34.285714285714285,24.0,-34.285714285714285,14.034376673472824,42.83541388553364
115,1500,24.0,42.857142857142854,24.0,42.857142857142854,-15.382970841841036,46.14469861482469
116,1500,24.0,-42.857142857142854,24.0,-42.857142857142854,17.302970841841038,42.71612718625326
117,1500,24.0,51.42857142857142,24.0,51.42857142857142,-18.651565010209236,46.76080852205344
118,1500,24.0,-51.42857142857142,24.0,-51.42857142857142,20.571565010209238,42.646522807767724
119,1500,24.0,60.0,24.0,60.0,-21.920159178577446,47.426600750077014
120,1500,24.0,-60.0,24.0,-60.0,23.840159178577448,42.62660075007702
121,1500,36.0,0.0,36.0,0.0,1.44,45.865493450524966
122,1500,36.0,8.571428571428571,36.0,8.571428571428571,-1.9009971437625555,46.23522584398065
123,1500,36.0,-8.571428571428571,36.0,-8.571428571428571,4.780997143762555,45.54951155826637
124,1500,36.0,17.142857142857142,36.0,17.142857142857142,-5.241994287525111,46.65870873863343
125,1500,36.0,-17.142857142857142,36.0,-17.142857142857142,8.12199428752511,45.28728016720486
126,1500,36.0,25.71428571428571,36.0,25.71428571428571,-8.582991431287663,47.13594213448329
127,1500,36.0,-25.71428571428571,36.0,-25.71428571428571,11.462991431287662,45.07879927734044
128,1500,36.0,34.285714285714285,36.0,34.285714285714285,-11.923988575050222,47.66692603153026
129,1500,36.0,-34.285714285714285,36.0,-34.285714285714285,14.803988575050221,44.92406888867311
130,1500,36.0,42.857142857142854,36.0,42.857142857142854,-15.264985718812772,48.251660429774304
131,1500,36.0,-42.857142857142854,36.0,-42.857142857142854,18.144985718812773,44.823089001202874
132,1500,36.0,51.42857142857142,36.0,51.42857142857142,-18.605982862575324,48.89014532921544
133,1500,36.0,-51.42857142857142,36.0,-51.42857142857142,21.485982862575327,44.77585961492973
134,1500,36.0,60.0,36.0,60.0,-21.946980006337885,49.58238072985366
135,1500,36.0,-60.0,36.0,-60.0,24.826980006337887,44.782380729853664
136,1500,48.00000000000001,0.0,48.00000000000001,0.0,1.9200000000000004,47.921603010446425
137,1500,48.00000000000001,8.571428571428571,48.00000000000001,8.571428571428571,-1.499095571720058,48.29336949410323
138,1500,48.00000000000001,-8.571428571428571,48.00000000000001,-8.571428571428571,5.339095571720058,47.60765520838895
139,1500,48.00000000000001,17.142857142857142,48.00000000000001,17.142857142857142,-4.918191143440117,48.72295465935939
140,1500,48.00000000000001,-17.142857142857142,48.00000000000001,-17.142857142857142,8.758191143440117,47.35152608793082
141,1500,48.00000000000001,25.71428571428571,48.00000000000001,25.71428571428571,-8.337286715160174,49.21035850621489
142,1500,48.00000000000001,-25.71428571428571,48.00000000000001,-25.71428571428571,12.177286715160173,47.15321564907204
143,1500,48.00000000000001,34.285714285714285,48.00000000000001,34.285714285714285,-11.756382286880234,49.75558103466974
144,1500,48.00000000000001,-34.285714285714285,48.00000000000001,-34.285714285714285,15.596382286880234,47.01272389181259
145,1500,48.00000000000001,42.857142857142854,48.00000000000001,42.857142857142854,-15.17547785860029,50.35862224472392
146,1500,48.00000000000001,-42.857142857142854,48.00000000000001,-42.857142857142854,19.015477858600292,46.93005081615249
147,1500,48.00000000000001,51.42857142857142,48.00000000000001,51.42857142857142,-18.594573430320345,51.01948213637745
148,1500,48.00000000000001,-51.42857142857142,48.00000000000001,-51.42857142857142,22.43457343032035,46.905196422091734
149,1500,48.00000000000001,60.0,48.00000000000001,60.0,-22.013669002040405,51.73816070963032
150,1500,48.00000000000001,-60.0,48.00000000000001,-60.0,25.85366900204041,46.938160709630324
151,1500,60.0,0.0,60.0,0.0,2.4,49.97771257036786
152,1500,60.0,8.571428571428571,60.0,8.571428571428571,-1.1028894522407158,50.3515131442258
153,1500,60.0,-8.571428571428571,60.0,-8.571428571428571,5.902889452240716,49.665798858511515
154,1500,60.0,17.142857142857142,60.0,17.142857142857142,-4.605778904481431,50.78720058008534
155,1500,60.0,-17.142857142857142,60.0,-17.142857142857142,9.405778904481432,49.41577200865677
156,1500,60.0,25.71428571428571,60.0,25.71428571428571,-8.108668356722143,51.284774877946475
157,1500,60.0,-25.71428571428571,60.0,-25.71428571428571,12.908668356722144,49.22763202080361
158,1500,60.0,34.285714285714285,60.0,34.285714285714285,-11.611557808962862,51.84423603780921
159,1500,60.0,-34.285714285714285,60.0,-34.285714285714285,16.41155780896286,49.10137889495206
160,1500,60.0,42.857142857142854,60.0,42.857142857142854,-15.114447261203575,52.46558405967353
161,1500,60.0,-42.857142857142854,60.0,-42.857142857142854,19.914447261203573,49.0370126311021
162,1500,60.0,51.42857142857142,60.0,51.42857142857142,-18.61733671344429,53.148818943539446
163,1500,60.0,-51.42857142857142,60.0,-51.42857142857142,23.417336713444286,49.03453322925373
164,1500,60.0,60.0,60.0,60.0,-22.120226165685008,53.89394068940697
165,1500,60.0,-60.0,60.0,-60.0,26.920226165685005,49.09394068940697
